2010,2011,2012
0.10406544,0.00077744,0.07345947
0.01530374,0.00103659,0.09794597
0.17415658,0.01736287,0.19589193
0.30209585,0.14123526,0.14184517
0.381369,0.336114,0.27310159
0.071622,0.20679952,0.16633166
0.61215,0.2324551,0.09529878
0.415344,0.3311902,0.3845041
0.01714,0.51492561,0.06309132
0.009794,0.51829453,0.21817243
0.000612,0.25577835,0.12640324
0.037647,0.16948231,0.40876999
0.071622,0.14071696,0.34876706
0.13957,0.11195162,0.44009505
0.378308,0.00544209,0.34259028
